ID,Step
35,"To make the lentils; finely dice the onion and fry gently in olive oil with a pinch of salt until soft. Rinse the lentils under cold water, then add to the pot along with the bay leaf and thyme. Add just enough chicken stock to cover, bring to the boil, then simmer for about 20 minutes until the lentils are tender."
35,"Meanwhile, cut the bacon into lardons, and peel and dice the carrot, celeriac and swede into 5mm dice. In a frying pan, cook the lardons in olive oil until crisp, then add the diced vegetables. Turn the heat down, add a pinch of salt and sweat until the veg is tender. Set aside."
35,"Heat the oven to 180C. Get the confit legs out of the fat, and scrape off any excess. Fry them in a hot pan skin side down, pressing to flatten slightly, then place in the centre of the oven for about 20 minutes, until the skin is crispy and the meat is heated through."
35,"When the lentils are ready, drain off and reserve the stock, then add the vegetables and bacon. Finely chop the garlic and parsley and add to the pot. Add a ladleful of the stock, along with a knob of butter and a drizzle of vinegar. Season to taste with salt."
,
36,"Take the pork belly and place in a suitable sized roasting tray, lined with greaseproof paper. Sprinkle lightly with sea salt, cover with cold water and seal with two layers of tin foil. Place in the oven at 130C for about 8-9 hours, or until the pork is completely and meltingly tender. Place another smaller tray on top of the pork belly, lined with greaseproof paper, and place in the fridge for 3-4 hours (or overnight) with a 1-2kg weight on top to press the skin flat. This will allow us to crisp the skin up really nicely."
36,"Meanwhile, make the sauce with the bones. Chop the bones as small as you can with a cleaver or a large heavy knife, then fry them in batches in a heavy based pan until golden in colour, then add the carrot, onion, garlic, celery and thyme. Fry until slightly caramelised, then add the tomato purée. Cook out for a few more minutes, then turn the heat up and add the wine. Reduce down until completely dry, then cover with cold water. Bring to the boil, skimming off any scum that rises to the surface. Simmer very gently for 4 hours, skimming regularly, then strain. Reduce the stock until dark and rich in flavour. Whisk in a little beurre manié to thicken if need be."
36,"Place the butter in a saucepan and melt over a medium heat until it turns brown and develops a nutty aroma. Set aside to cool. Using an electric hand mixer, beat together the caster sugar, light muscovado sugar and eggs until thick and glossy. The ribbon of batter should be visible on the surface for several seconds when you lift up the whisk. Beat in the vanilla extract and the browned butter. Sift the cocoa powder and plain flour into a separate bowl. Gently fold this into the egg mixture with a spatula. Scrape about half of the mixture into the prepared tin, then spoon dollops of the raspberry purée on top. Scrape the rest of the brownie mix on top, and stir the mixture slightly to create a marbled effect. Place in the oven for about 25 minutes, or until a toothpick comes out of the middle of the brownies with a few moist crumbs attached."
36,"Heat the oven to 180C. Once the pork is cold and pressed, cut into portions. Heat a large heavy based pan over a medium heat with a few tablespoons of vegetable oil, and place the pork skin side down. Place the pan into the oven for 15-20 minutes, until the skin is golden and crunchy and the meat itself is properly heated through. While the pork is cooking, fry the cabbage in a little butter, and heat your pork sauce and apple sauce. Divide into 4 portions and enjoy!"
,
37,"Firstly, cure the chicken legs by placing them in a tray and rubbing in a couple of handfuls of the coarse sea salt. Cover, and leave in the fridge for 6-8 hours."
37,"Set the oven to 140C. Wash off the salt from the chicken legs, then place in a pot and add enough duck fat to just cover them. Bring up to temperature on the stove to melt the fat, then cover and place in the oven for about 1 hour, or until the meat is just tender and almost falling off the bone. Remove from the oven and allow to cool completely in the fat. If you wish you can store the chicken legs like this in the fridge for several weeks."
37,"Remove the chicken legs from the fat. There will be a layer of chicken jus settled in the bottom of the pot; take this and reserve it for the dressing, it's delicious! Get a pan hot on the stove, and fry the legs in a few tablespoons of vegetable oil until the skin is golden and very crisp. While the chicken legs are cooking, make the dressing. Mix the chicken jus with the juice of two lemons, and whisk in the olive oil gradually. Finally add the herbs, and adjust the seasoning with salt, pepper and a few drops of white wine vinegar."
,
38,"Heat the oven to 180C, toss the chicken drumsticks in olive oil and roast for about 30 minutes, until golden and crisp."
38,"Cut the pancetta into small dice and fry in a little oil until nicely coloured. Finely chop the onion and add to the pan, turning the heat down. Gently sweat for at least 15minutes until the onions have turned soft and sweet. Finely chop the garlic and add to the pan."
38,"Rinse the barley for a few minutes under cold water, then add to the pan. Turn the heat up and stir for a minute, then add the white wine. Stir until the alcohol has boiled off, then turn the heat to medium and add your chicken stock, one ladle at a time, stirring frequently."
38,Cut the carrot into approx. 5mm dice and fry in some vegetable oil a separate pan until slightly caramelised and just cooked. Drain on kitchen paper. Quarter the mushrooms and do the same with them.
,
39,"Firstly, take the salmon fillets out of the fridge and sit them skin side up on a board. Heat the oven to 200C"
39,"Make the hollandaise: Make some reduced vinegar by boiling the white wine vinegar with the peppercorns, tarragon and mace, and reduce by half. Strain and pour back into the bottle. You’ll only need 1 tablespoon for the hollandaise but you will have a supply for next time! Melt the butter over a gentle heat. Separate the milk solids from the clear stuff and set aside in a warm place. Whisk the yolks in a bowl with 1 tablespoon of your reduced vinegar over a large pan of simmering water until it's very thick, but be careful not to scramble the eggs. Now take it off the heat and gradually whisk in the clarified butter. Finally, add some salt to taste along with some freshly squeezed lemon juice, and more vinegar reduction if needed."
39,"Get a pan smoking hot and add about 2 tablespoons of vegetable oil. Season the skin of the salmon generously with salt, then place skin side down in the hot pan, pressing down to set it flat. Turn the heat to low and cook like this until almost half cooked. Place in the oven for about 2 minutes, until it's almost cooked through."
39,"Meanwhile sauté the spinach and garlic in butter. Now place the salmon back over a high flame and add a knob of butter. Allow the butter to brown slightly, add a squeeze of lemon juice and baste. Place the salmon on the spinach, pour the sauce over and enjoy."
,
40,"Firstly, make your cure mix. This can be as simple as just salt and sugar (ratio 2:1) but you may add extra flavourings and spices if you wish. For mine I used 200g salt, 100g sugar, and a small handful of spices: cloves, star anise, cinnamon, juniper berries, all finely ground."
40,"Lightly sprinkle some of the cure mix onto the duck legs and rub into the flesh and skin. Cover, and leave in the fridge for 8 hours or overnight. Set the oven to 150C, and thoroughly wash the salt off the duck legs. Place in a casserole tray and cover with the duck fat, ensuring that they are completely covered. Add the thyme, bay leaf and peppercorns. Place in the oven for 3-4 hours or until the meat is extremely tender and falling off the bone."
40,"Remove from the oven, and allow to cool slightly, then carefully strip all the meat from the bone, being careful to discard any sinew or gristle. Place the meat in a bowl and work with a spoon until the meat is finely shredded. Now add a few tablespoons of the duck fat and continue to work the mixture. You should have a smooth, moist paste. Add enough duck fat until this consistency is achieved. Taste, and adjust the seasoning. Roll into a cylinder in cling film and place in the fridge to set. Serve with melba toast, chutney and salad."
,
41,"purée raspberries by placing them in a blender, blitzing until smooth then passing through a fine sieve to remove the seeds. Make the sugar syrup: place the water in a saucepan, add sugar and bring to the boil, stirring until all the sugar has dissolved. Add the raspberry purée to the pan and gently bring back to the boil. Turn off the heat, and skim off any scum that has risen to the surface. Pass once more through a fine sieve, allow to cool, then store in sterilised bottles."
,
42,"Get six pig’s cheeks and trim off the sinew and fat. To brine the cheeks: for every litre of water, you need 180g of salt (this is according to Lindy Wildsmith, author of Cured). Place the cheeks in a plastic container and pour in enough water to totally immerse them. This is how much water you need for the brine. For my six cheeks I used 1 litre of water. Add the water and salt to a pan, along with a few peppercorns, cloves of garlic, a bay leaf and any other flavourings you fancy. Make sure all the meat is immersed by placing something on top to weigh them down. Place in the fridge or a cool larder and leave for 24 hours. Drain off the brine and rinse the cheeks. Now put back into the container and immerse with fresh water. Leave overnight, or for 6-8 hours."
42,"Now for the cooking: heat the oven to 140C/Gas Mark 1. Get a casserole style pan that can be used both on the stove and in the oven. Heat a little oil, then add the pancetta, cut into chunky cubes. Fry over a high heat until just starting to colour, then add carrots and onions, cut into large chunks. Add garlic, peeled but left whole. Continue to fry over a high heat, allowing the vegetables and the bacon to brown nicely. Add the ale,water and chopped tomatoes. Throw in the rosemary and thyme, 2 bay leaves and a generous pinch of cracked black pepper. Cover tightly with foil and a lid to make sure it’s thoroughly sealed, then place in the oven for 4 hours, until the meat is falling-apart tender."
42,"Remove the meat, cover with foil and keep warm whilst you prepare the sauce. Strain off the vegetables and bacon from the pan and pour the liquid into a saucepan. Bring to the boil and thicken with beurre manié, a little at a time, until the desired consistency is achieved. Taste, and season if need be. Make sure you simmer the sauce for 3 minutes or so after adding the last bit of beurre manié to ensure that the flour is cooked. Roughly flake the pig’s cheeks apart into rustic chunks, and serve them on top of a good dollop of mash with the sauce poured around. Garnish with some roughly chopped flat-leaf parsley. Awesome!"
,
43,"Crack the eggs into a bowl, add the flour, a splash of milk and salt. Mix until a uniform consistency is achieved. Now add milk in stages, mixing to get a smooth texture in between each stage. Let the batter stand for 2 hours before cooking; this allows any air in the mixture to dissipate, ensuring that the pancakes do not rise when cooking and stay nice and flat. Thin the batter just before cooking with 50-100ml of milk. To cook the pancakes, get your frying pan nice and hot before adding a knob of butter. Once the butter has melted, pour in a small amount of batter whilst carefully tilting the pan to ensure that a nice thin even spread is achieved. Fry for a few minutes on each side, until nice and golden."
,
44,"With a sharp knife, carefully cut the beef into small dice. Mix in the shallots, capers, parsley and gherkin and season to taste with the salt and pepper. Arrange on the plate, then place the egg yolk in the centre."
,
45,"Cut the bacon into 5mm dice and in a large, wide-based pan, fry in olive oil until golden and crisp. Finely chop the onion and garlic and add to the pan, turning the heat down. Dice the celery and carrot into 5mm dice and add to the pan. Pick the leaves from the sprigs of thyme and add to the pan along with the chilli flakes. Turn the heat to medium and cook for 10 minutes, stirring frequently. Add the lamb mince, red wine, tomato purée and stock. Bring to the boil, then simmer gently for 1.5 hours, or until the lamb is tender and the sauce reduced and thick."
45,"Cook the spaghetti according to the packet instructions. While the pasta is cooking, add the cream and spinach to the bolognese and stir until all the spinach has wilted. Add the parmesan and mix thoroughly to melt the cheese and emulsify it into the sauce. The sauce should now be thick and creamy. Half the cherry tomatoes and have them ready. When the pasta is done, drain in a colander, reserving the starchy liquid. Add the pasta along with the cherry tomatoes into the sauce and mix well. Taste for seasoning, adding more salt or parmesan if needed. Serve immediately"
,
46,
,
47,"Firstly prepare all the ingredients for the sauce: peel, de-seed and cut the tomato into 5mm dice. Cut the peel from the lemon, slice out the segments and cut into 5mm dice. Cut the bread into 5mm dice and fry in olive oil until light golden, then transfer to a tray lined with kitchen paper to drain."
47,"Heat the oven to 180C. Heat a heavy based frying pan until searing hot, then add 1-2 tablespoons of vegetable oil. Generously season the skin of the fish then place skin side down in the pan, pressing for about 10 seconds to set the skin flat. Turn the heat down to low and cook for 2-3 minutes, then place in the oven for about 2 minutes, or until the fish is almost cooked through."
47,"Now get a saucepan over a high flame and get it smoking hot. Add the butter. When the butter turns nutty and brown, add the lemon dice, capers, parsley and a squeeze of lemon juice. Remove from the heat, then add the tomato. Season with sea salt. Place the fish on the plate with some pomme purée and pour the sauce around. Finally garnish with croutons"
,
48,"Heat the oven to 160C/Gas 3. Grease a 22x22x5cm brownie tin and line with two strips of baking parchment, letting the sides hang over the edge to make removing the brownies easier. Firstly, prepare the raspberries: place the raspberries in a blender and purée. Sweeten to taste with icing sugar. Pass the mixture through a sieve to remove the seeds. Set aside."
48,"Place the butter in a saucepan and melt over a medium heat until it turns brown and develops a nutty aroma. Set aside to cool. Using an electric hand mixer, beat together the caster sugar, light muscovado sugar and eggs until thick and glossy. The ribbon of batter should be visible on the surface for several seconds when you lift up the whisk. Beat in the vanilla extract and the browned butter. Sift the cocoa powder and plain flour into a separate bowl. Gently fold this into the egg mixture with a spatula. Scrape about half of the mixture into the prepared tin, then spoon dollops of the raspberry purée on top. Scrape the rest of the brownie mix on top, and stir the mixture slightly to create a marble effect. Place in the oven for about 25 minutes, or until a toothpick comes out of the middle of the brownies with a few moist crumbs attached."
,
49,"Firstly make the beef stock: Heat the oven to 200C and roast the bones until dark golden brown. Meanwhile, roughly chop 1 carrot and the onion and, along with the garlic, lightly brown in vegetable oil in a large pan. Add the wine and boil for 3 minutes to remove the alcohol. Add the beef bones, the thyme and bay leaf. Fill with cold water until just covered, then slowly bring to the boil, skimming any scum that rises. Simmer very gently for 8 hours, topping up with more cold water when necessary. Strain off the liquid into a clean pan, and boil until reduced to about 1 litre. For the last 10 minutes add the ginger and chilli. Season carefully with salt, and set aside."
49,Bring a pan of salted water to the boil. Peel the carrot into ribbons and finely slice. Peel the celery and finely slice. Add all the vegetables except the spring onion to the boiling water and cook for 2 minutes. Lift out with a slotted spoon and rinse under cold water.
49,"Cook the noodles in the boiling vegetable water for 4 minutes, then drain. Divide the noodles and vegetables between 4 bowls, then ladle the hot beef stock over the top. Sprinkle the spring onions over the top, and serve."
,
50,Heat the oven to 180C. Put the caster sugar in an even layer into a metal handled frying pan (approx 20cm diameter) and place over a low heat until the sugar has caramelised to a uniform golden brown.
50,"While the sugar is heating, peel, core and slice the apples into eighths. Roll out the puff pastry to about 2-3mm thickness and cut a circle about 1/2 an inch wider than the inner diameter of the frying pan."
50,"Cut the butter into small dice and set aside. Once the caramel is ready, add the butter in a even layer followed immediately by the apples, rounded sides down. Leave to cook for 2 minutes until the caramel has softened and the butter has melted."
50,"Cover carefully with the puff pastry and tuck the edges in. Prick the top several times with a sharp knife to allow steam to escape. Now place in the oven for 15 minutes until the pastry is cooked through, nice and golden."
50,"Have a cooling rack ready; remove the tarte from the oven and leave for 1 minute, then quickly turn it out onto the rack upside-down. The caramelised apples should release from the pan nicely. Leave to cool slightly, then eat! Excellent with vanilla ice-cream."
,
51,"Combine the milk and lemon juice in a large pan and slowly heat to 83C; the curds will begin to separate from the whey. Hold at this temperature for 15 minutes. Meanwhile, dampen and fold muslin into 5-6 layers. Carefully Ladle the curds onto the muslin and bring the corners together to hang. Drain in the fridge for 4 hours."
51,Salt to 1% by weight.
,
52,"Peel and thinly slice the onions along the grain and place in a wide-based pot. Take a piece of muslin cloth and tie up the cloves, star anise, bay leaf, garlic and cinnamon to make a bouquet garni. Add this to the pot with the rest of the ingredients. Stir briefly to incorporate, bring to the boil, then simmer gently for 3-4 hours, stirring occasionally until the chutney is dark and intense and the onions are softened."
52,"Take several jam jars and sterilise them. Spoon the chutney into the jars whilst still hot, and secure the lids. Put the chutney in a cool larder (or a fridge) for at least six months before opening."
,
53,"Heat the oven to 180C. Mix the oats, caster sugar, baking powder, cinnamon, nutmeg and salt in a large mixing bowl. Melt the butter in a small pan. In another bowl, mash two of the bananas until almost smooth, then whisk in the milk, egg and vanilla extract. Whisk in the melted butter, then pour over the dry ingredients and mix well. Line a baking tray measuring approx. 20 x 20 cm and pour in the mix. Bake in the oven for about 25 - 30 minutes, until the mixture is firm, with golden colour on top."
53,"While the cake is cooking, lay out the walnuts on another baking sheet and bake for about 5 minutes, until browned slightly. When the cake has cooled slightly, slice the remaining banana and arrange on top. Finally garnish with the toasted walnuts."
,
54,"Peel the pumpkin, scrape out the seeds and cut into thin slices. Heat the butter in a large pan over a high heat until it turns brown and nutty. Add the pumpkin, sprinkle with salt and stir well. Cover, and cook over a low heat for 15 minutes, shaking the pan occasionally."
54,"Peel the pumpkin, scrape out the seeds and cut into thin slices. Heat the butter in a large pan over a high heat until it turns brown and nutty. Add the pumpkin, sprinkle with salt and stir well. Cover, and cook over a low heat for 15 minutes, shaking the pan occasionally."
54,"Add the parmesan, mix well, then purée the soup in a blender. Pass through a fine sieve into another pan, check the seasoning and serve. Drizzle over some olive oil and garnish with more grated parmesan."
,
55,"Cut off and discard the roots of the leeks, and 2 inches of the dark tops. Half the rest of the leeks lengthways then cut crossways into thin slices. Rinse well in cold water. Peel and finely slice the onion and garlic. Heat the butter in a large wide-based pan and fry the onion and garlic, with a generous pinch of salt, until soft. Add the leeks and cook over a medium-high heat with the lid on for 5 minutes, stirring often."
55,"Meanwhile, peel and cut the potatoes into wedges, then finely slice. When the leeks are half-cooked, add the potatoes along with the stock. Bring to the boil, the cover and cook until both leeks and potatoes are tender."
55,"purée the soup in batches, then pass through a fine sieve into another pan. Reheat the soup gently without boiling, season with salt and white pepper, and serve. Garnish with a swirl of cream and some freshly sliced chives."
,
56,"Carefully remove the breasts from the chicken and trim off any sinew and fat, leaving the skin on. Put in the fridge. Remove the legs and separate into drumsticks and thighs. Cut the rest of the carcass up into small pieces using a heavy knife or a cleaver. Place everything in a colander and rinse under cold water, then place in a large pot and fill with cold water until just covered. Slowly bring to the boil over a moderate heat, skimming all fat and froth that rises to the surface. Once boiling, turn the heat down until barely simmering and gently cook like this, skimming frequently, for about 40-45 minutes, or until the meat on the drumsticks and thighs is just falling off the bone but still moist and succulent. Strain this stock into a separate pot and set aside. Carefully pick all the meat off the drumsticks and thighs and put in a container for later."
56,"Now to make the sauce: set the oven to 200C and get all the bones from the carcass into a roasting tray. Coat with vegetable oil then roast in the oven until golden brown all over. Roughly chop the onion, carrot, celery and garlic. Remove bones from the oven and add the vegetables along with the thyme, bay leaf and black peppercorns. Place the tray over a medium flame and deglaze with the sherry, scraping everything from the bottom as the sherry reduces down. Add the contents of the tray to the reserved chicken stock and bring to the boil slowly, skimming as you go. Turn the heat to low and simmer very gently for 4 hours, skimming regularly. Strain into a separate pan and boil until reduced and rich in flavour. Make sure there’s enough sauce for 4 people. Whisk in a little beurre manié, adding it piece by piece until you have a nice sauce consistency, then set aside."
56,"Set the oven to 180C. Now, prepare your chosen vegetables; get them cooked and keep warm. While they’re cooking, take the chicken breasts out of the fridge, cut each in half and season the skin generously with sea salt. Place a heavy based oven proof pan over a high flame until searing hot, add a little vegetable oil and place the chicken breast in, skin side down, pressing to keep flat. Roast in the oven for about 3-4 minutes, until the chicken is just cooked and still beautifully moist. While the chicken is cooking, gently heat the flaked leg meat in a separate pan with a tablespoon of the sauce, the chopped herbs and a good sized knob of butter. Season to taste with salt and pepper. Get the sauce hot, and when the chicken is cooked, arrange on the plate on top of a spoonful of the herby leg meat and vegetables alongside. Pour the sauce around."
,
57,"Heat the oven to 180C. Rub the chicken legs with olive oil, season generously with sea salt and place in a roasting tin, then roast in the oven until the skin is crisp and golden and the meat falling off the bone. Remove from the oven, leave to cool slightly then pick the meat off the bone, shredding it to medium sized pieces. Keep the roasting juices from the tray, skimming and discarding any fat from the surface."
57,"While the chicken is cooking, fry the bacon in olive oil until crisp, then cut into chunky lardons. Cut the bread into dice, then fry in olive oil, stirring constantly until light golden. Transfer to a tray lined with kitchen paper immediately to drain. Set aside."
57,"Now for the dressing; finely grate the parmesan and place in a bowl with the egg yolk, anchovy, garlic and chicken roasting juices. Whisk (or use a blender) until all incorporated and smooth, then begin to add the olive oil, very gradually, until it is emulsified and you have a thick mayonnaise. Add a squeeze of lemon juice to taste, and a couple of tablespoons of water until you have a sauce-like consistency. Season with salt, if needed. Pick and wash the lettuce leaves, and to finish the salad, simply toss everything together with the dressing and throw in a bowl."
,
58,"Heat the oven to 180C. Soften the butter and using your fingers rub all over the chicken and in between the skin and breast meat. Roughly chop the basil and half of the parsley and also stuff this under the skin of the breast. Season liberally with sea salt and place the chicken in a roasting dish into the oven for about 1 hour and 30 minutes or until the meat is just cooked, tender and juicy basting with the juices and butter every 20 minutes."
58,"When the chicken has cooled slightly, take all of the meat off the carcass and roughly chop. Set aside. To make the stock: Now break the carcass up into small pieces using a meat hammer or cleaver. Set a deep, thick bottomed pan over a high heat and pour in a couple of glugs of vegetable oil or rapeseed oil. Fry the chicken bones, turning occasionally, until they are uniformly golden brown. Add 1 carrot, the onion, celery and garlic and fry for a couple of minutes. Pour in enough cold water to just cover the bones and bring to the boil, skimming any froth or fat that rises to the surface. Simmer gently for 4 hours."
58,"Strain the stock into a separate pan, add a glassful of dry cooking sherry and boil until reduced by 1/3. Take the 2 remaining carrots and cut into chunky dice. Cook these until tender in the stock while it is reducing, removing them with a slotted spoon once done. Whisk in a few pieces of beurre manié into the reduced stock until a nice gravy consistency is achieved. Stir in the remaining parsley and the thyme, roughly chopped, and add the carrots, chicken meat and smoked ham. Season carefully with salt and pepper, then leave to cool completely."
58,"Now to build the pie: roll out the puff pastry to about 5mm thick. Pour the chicken mixture into a pie dish and drape the pastry over, pushing the edges down with a fork. Use the trimmings to decorate the top. Make two slits for steam to escape, then brush liberally with egg wash. Place in the oven at 180C until the pastry is nice and golden."
,
59,
,
60,
,
61,"Get a pan of salted boiling water on the go; this will be for blanching the tomatoes and cooking the spaghetti. To peel the tomatoes: carefully cut out the stalk with the tip of a small knife and score a cross in the bottom. Get a large bowl of very cold water ready, drop the tomatoes in the boiling water for 15 seconds, then remove and place straight into the cold water."
61,"Once the water has come back to the boil, add a glug of olive oil, put in the spaghetti and cook according to the packet instructions. Peel the tomatoes, discard the skin then quarter, de-seed (reserving the pulp and seeds) and cut the flesh into small dice. Set aside the dice (this is called tomato concasse).Take the pulp and seeds, blitz in a blender and pass through a fine sieve into a saucepan."
61,"Heat another saucepan over a medium heat, and add a glug of olive oil. Add the garlic and sauté gently for 30 seconds. and add the wine. Bring to the boil and simmer for 5 minutes. Whisk in the butter cut into small dice piece by piece, being sure to emulsify properly. Add the tomato concasse, prawns and basil. Add the spaghetti and mix everything together, making sure the pasta is nicely coated with the sauce. Taste and season with salt and freshly pepper. Serve and eat immediately!"
,
62,
,
63,"Chop the bacon into small lardons and fry in a couple of tablespoons of oil in a large saucepan. Meanwhile, peel and finely dice onions, garlic and celery. Add to pan with the bacon just as it is starting to colour. Turn the heat down and simmer gently for 15-20 minutes, until the onions are soft and translucent. Peel and chop the carrots into small dice and add to the pan. Cook for a further 5 minutes. Now add the rest of the meat and turn the heat up; stir constantly until all the meat is browned and well mixed. Add the tomato purée, wine and stock, along with a good pinch of cracked black pepper, the thyme and bay leaf. Bring to the boil, then leave barely simmering, uncovered, for about 2 hours, or until the mince is very tender and the sauce is intense and rich. If need be, add more stock if the sauce is looking too dry. Taste, and season. Just before serving, stir in the double cream. Serve with grated Parmesan cheese and a nice big fresh salad."
,
64,"Heat the oven to 230C. Take the lamb shoulder out of the fridge at least 1 hour before cooking to bring it up to room temperature. Score the lamb shoulder and rub some sea salt, black pepper and finely chopped herbs (thyme and rosemary) mixed with some olive oil into the flesh. Leave to marinate."
64,"Heat 2 tablespoons of vegetable oil in a roasting tray and fry lamb neck chops (or bones and trimmings) until light golden on each side, add bulb of garlic cut in half, brown for a few minutes then remove from heat. Place the shoulder on top of the bones and roast in the oven for 20mins. Meanwhile bring white wine to the boil in a small pan along with bay leaf. Add 400ml of water. Take the lamb out of the oven and add the wine mixture, scraping off any tasty sediment from the bottom of the tray. Baste the meat for a minute. Now turn the oven down to 150C, cover the meat loosely with foil and return to the oven. Roast for about 4 hours, basting every 30 minutes. The meat should be extremely tender and falling off the bone."
64,"Use the cooking liquid to make the sauce; reduce by one third, thicken slightly with beurre manié, add a splash of white wine vinegar and some finely chopped mint. Season to taste with salt and pepper."
,
65,
,
66,"Heat the oven to 160C. In a large deep roasting tray, lightly brown 2 of the carrots, the celery, garlic and onion all roughly chopped, in olive oil. Add the thyme, rosemary and bay leaves. Add a whole bottle of red wine and boil for 3 minutes to remove the alcohol."
66,"Place a large, heavy based pan on a high flame and add 2 tablespoons of vegetable oil. When nice and hot, take the lamb necks and season all over with salt and pepper. Place the necks in the pan and fry until dark and caramelised all over. Now place the necks in the roasting tray with the wine and vegetables. Top up with water until all of the meat is just covered, bring to the boil, and wrap tightly with two layers of tin foil. Place in the oven for about 5 hours or until the meat is extremely tender and falling apart."
66,"While the meat is cooking, make the mashed potato for the topping; this can be done in advance, even days before if necessary. Take the potatoes, prick each one several times with a knife and place in the oven with the lamb for 3 hours; the potatoes should be thoroughly cooked through. Remove from oven, cut in half and press the potato through a sieve into a wide-based saucepan. Now gradually add the butter whilst beating over a medium heat. The butter will emulsify into the dry, floury potato and give a luxurious silky texture. Add a splash of milk and mix thoroughly. Season generously with sea salt. Transfer into a container and set aside for later."
66,"Remove the lamb necks and strain the braising liquid through a fine sieve into a saucepan. Bring to the boil and reduce until you have about 300ml of rich dark jus. Thicken with a little beurre manié until you have the consistency of a thin gravy. While the sauce is reducing, peel and cut the rest of the carrots into 5mm cubes, and pick the meat from the necks into rustic chunks. Fry the carrots in olive oil over a medium flame until lightly coloured. Cut the leek into 1cm squares and add to the pan. When the leeks are half-cooked, add the lamb and the sauce and gently fold, being careful not to break up the meat too much. Add a splash of Worcester sauce and season to taste with sea salt and freshly cracked black pepper. Pour the mixture into a baking dish and top with a thickness of about 1 inch of mashed potato. Place in the oven at 200C for about 20 minutes until golden on top"
,
67,"To make the croutons: heat the oven to 250C. Put bread in the freezer for 10 minutes, then use a bread knife to cut into perfect cubes. Season with salt and pepper, drizzle with olive oil and place in the oven for 5-10 minutes until golden, then set aside."
67,"Take the beef, trim off all sinew and cut into approximately 1 inch pieces. Cover with cling film and leave for 20-30 minutes to come to room temperature. Have all your ingredients at the ready, as cooking the meat will take only a matter of seconds. Place the spinach in a bowl. Halve the tomatoes and cut the cheese into chunks"
67,"Place a frying pan over a high flame and leave until smoking hot. Pour 1 tablespoon of vegetable oil in followed by the diced beef. Season generously with salt and stir until the meat is almost uniformly browned, about 10 seconds. Add the tomatoes and toss until the meat is all browned. Put the spinach from the bowl into the pan and toss once, then quickly throw everything along with the juices from the pan back into the bowl, followed by the blue cheese. Stir until everything is mixed and the spinach barely wilted, and serve. Garnish with the croutons."
,
68,"Remove the skin from the salmon and cut out the grey coloured blood line so you have only the shiny pink flesh. Cut into approximate 1cm dice and place in a bowl. Add shallots, parsley, chives, gherkins and lemon juice, and a pinch each of salt and pepper. Mix well, taste and adjust the quantities and seasoning if need be. There are no exact quantities for this, just experiment and find out what works best for you. Leave to"
,
69,
,
70,"Take the livers and trim them of all sinew. Rinse several times with water, then soak in milk for 1 hour. This draws out the blood which would cause the parfait to be bitter. Meanwhile, place in a pan the port, madeira, shallots, thyme, garlic and brandy. Bring to the boil then reduce to a syrup. Set aside and leave to cool to room temperature. Carefully heat the butter so that it is melted but at room temperature. Blend the livers until smooth with the eggs and egg yolks. With the blender still running, gradually add the butter. Once everything is combined, season to taste with salt and black pepper, then pass the mixture through a fine sieve. Pour into a terrine mould or loaf tin lined with cling film, with enough cling film spare to wrap over the top. Alternatively you could pour it into small ramekins"
70,"Pre-heat the oven to 120C. Get a roasting tin and place a folded tea towel in the bottom, this will help stop the terrine mould from sliding when placing into the oven. Put the terrine mould in and pour boiling water around to reach two-thirds of the way up, then place into the oven until the centre reaches 62C. It should take around 30 minutes but keep checking and measuring the temperature often with the probe."
70,"Remove from the oven and place straight into the fridge to cool. Leave for several hours, preferably a whole day. To serve, cut thick slices and trim of any discoloured bits from around the edge. The parfait should be uniformly pink."
,
71,
,
72,"First make the shortbread: in a large mixing bowl, place 270g flour, 80g caster sugar, a pinch of salt and 180g of chilled and finely grated unsalted butter. Lightly rub the mixture together with your hands until it resembles fine breadcrumbs. Line a 20cm x 30cm baking tray with greaseproof paper and press the shortbread mixture into it. Place in the fridge for about an hour. Preheat the oven to 160C and bake for 40mins or until light golden in colour. Remove from the oven, prick all over with a fork and leave on a rack to cool."
72,"When the shortbread is completely cool, make the peanut butter caramel: place 150g condensed milk, 40g unsalted butter, 50g of golden syrup and 150g of smooth peanut butter in a saucepan over a low heat and stir until melted and thoroughly incorporated. Simmer for 5 minutes whilst stirring constantly with a spatula; this thickens the caramel making it set firm when cooled. Pour onto the shortbread and spread evenly. Put in a cool place to set. To finish, melt 200g of milk or dark chocolate and pour over the caramel shortbread once it has cooled. Leave again to cool, then cut into squares."
,
,
73,"Heat the strawberry jam until it melts. Strain through a fine sieve then pour into the bottom of 6 or 7 ramekins, depending on their size. Place in the fridge to set. Crush the peanuts into small crumbs and toast in a frying pan until golden. Set aside. Put the cream, milk and peanut butter into a saucepan and bring to the boil, stirring with a whisk to incorporate. Set aside."
73,"Place the eggs and caster sugar in a metal bowl, and whisk over a pan of simmering water until it forms ribbons when lifted up. Pour the peanut butter cream onto the egg mix, continuing to whisk. Heat the mixture on the pan of simmering water, stirring constantly to prevent it sticking. Thicken again until it makes thick ribbons when you lift the whisk up. When your pour the mixture into the ramekins it should be thick enough that it only just levels out. Place in the fridge for several hours to set."
73,"When fully chilled, sprinkle a thin layer of sugar over and caramelize with a blowtorch. Quickly sprinkle some toasted peanuts over before the sugar has cooled, so they set into the caramel."
,
